fid,Named,Longitude,Latitude
1,Yes,-122.136411,37.167970
1,Yes,-122.136399,37.168035
1,Yes,-122.136386,37.168099
1,Yes,-122.136384,37.168110
1,Yes,-122.136381,37.168121
1,Yes,-122.136380,37.168126
1,Yes,-122.136379,37.168131
1,Yes,-122.136377,37.168136
1,Yes,-122.136375,37.168141
1,Yes,-122.136373,37.168146
1,Yes,-122.136370,37.168151
1,Yes,-122.136367,37.168155
1,Yes,-122.136362,37.168164
1,Yes,-122.136359,37.168168
1,Yes,-122.136357,37.168172
1,Yes,-122.136355,37.168177
1,Yes,-122.136353,37.168181
1,Yes,-122.136352,37.168186
1,Yes,-122.136351,37.168192
1,Yes,-122.136351,37.168197
1,Yes,-122.136351,37.168202
1,Yes,-122.136351,37.168207
1,Yes,-122.136352,37.168218
1,Yes,-122.136355,37.168277
1,Yes,-122.136359,37.168335
1,Yes,-122.136360,37.168351
1,Yes,-122.136361,37.168362
1,Yes,-122.136363,37.168378
1,Yes,-122.136367,37.168400
1,Yes,-122.136389,37.168535
1,Yes,-122.136410,37.168664
1,Yes,-122.136413,37.168686
1,Yes,-122.136415,37.168696
1,Yes,-122.136417,37.168702
1,Yes,-122.136419,37.168712
1,Yes,-122.136425,37.168734
1,Yes,-122.136442,37.168798
1,Yes,-122.136458,37.168856
1,Yes,-122.136461,37.168867
1,Yes,-122.136464,37.168877
1,Yes,-122.136466,37.168883
1,Yes,-122.136468,37.168888
1,Yes,-122.136470,37.168893
1,Yes,-122.136473,37.168898
1,Yes,-122.136476,37.168903
1,Yes,-122.136479,37.168907
1,Yes,-122.136485,37.168917
1,Yes,-122.136498,37.168936
1,Yes,-122.136522,37.168969
1,Yes,-122.136533,37.168983
1,Yes,-122.136540,37.168992
1,Yes,-122.136544,37.168997
1,Yes,-122.136548,37.169001
1,Yes,-122.136552,37.169005
1,Yes,-122.136557,37.169009
1,Yes,-122.136561,37.169013
1,Yes,-122.136574,37.169024
1,Yes,-122.136583,37.169031
1,Yes,-122.136587,37.169035
1,Yes,-122.136591,37.169039
1,Yes,-122.136594,37.169043
1,Yes,-122.136597,37.169047
1,Yes,-122.136599,37.169052
1,Yes,-122.136600,37.169057
1,Yes,-122.136601,37.169062
1,Yes,-122.136602,37.169067
1,Yes,-122.136602,37.169072
1,Yes,-122.136602,37.169077
1,Yes,-122.136602,37.169088
1,Yes,-122.136602,37.169137
1,Yes,-122.136602,37.169164
1,Yes,-122.136601,37.169266
1,Yes,-122.136601,37.169282
1,Yes,-122.136601,37.169298
1,Yes,-122.136600,37.169304
1,Yes,-122.136600,37.169309
1,Yes,-122.136599,37.169314
1,Yes,-122.136598,37.169325
1,Yes,-122.136598,37.169325
1,Yes,-122.136597,37.169325
1,Yes,-122.136595,37.169336
1,Yes,-122.136593,37.169347
1,Yes,-122.136575,37.169433
1,Yes,-122.136517,37.169705
1,Yes,-122.136505,37.169772
1,Yes,-122.136504,37.169776
1,Yes,-122.136504,37.169787
1,Yes,-122.136505,37.169792
1,Yes,-122.136505,37.169798
1,Yes,-122.136506,37.169803
1,Yes,-122.136506,37.169809
1,Yes,-122.136507,37.169814
1,Yes,-122.136509,37.169819
1,Yes,-122.136511,37.169824
1,Yes,-122.136513,37.169829
1,Yes,-122.136515,37.169834
1,Yes,-122.136517,37.169839
1,Yes,-122.136522,37.169848
1,Yes,-122.136525,37.169853
1,Yes,-122.136528,37.169858
1,Yes,-122.136531,37.169862
1,Yes,-122.136537,37.169872
1,Yes,-122.136548,37.169886
1,Yes,-122.136591,37.169942
1,Yes,-122.136634,37.169998
1,Yes,-122.136698,37.170093
1,Yes,-122.136761,37.170170
1,Yes,-122.136768,37.170179
1,Yes,-122.136776,37.170188
1,Yes,-122.136780,37.170193
1,Yes,-122.136784,37.170197
1,Yes,-122.136788,37.170201
1,Yes,-122.136792,37.170205
1,Yes,-122.136797,37.170209
1,Yes,-122.136801,37.170213
1,Yes,-122.136811,37.170221
1,Yes,-122.136825,37.170232
1,Yes,-122.136895,37.170279
1,Yes,-122.136946,37.170324
1,Yes,-122.137014,37.170346
1,Yes,-122.137127,37.170371
1,Yes,-122.137262,37.170393
1,Yes,-122.137426,37.170403
1,Yes,-122.137559,37.170409
1,Yes,-122.137586,37.170410
1,Yes,-122.137606,37.170411
1,Yes,-122.137633,37.170412
1,Yes,-122.137787,37.170417
1,Yes,-122.137827,37.170418
1,Yes,-122.137847,37.170418
1,Yes,-122.137880,37.170418
1,Yes,-122.137974,37.170419
1,Yes,-122.138048,37.170419
1,Yes,-122.138061,37.170419
1,Yes,-122.138074,37.170420
1,Yes,-122.138081,37.170420
1,Yes,-122.138088,37.170420
1,Yes,-122.138094,37.170421
1,Yes,-122.138101,37.170422
1,Yes,-122.138107,37.170423
1,Yes,-122.138113,37.170424
1,Yes,-122.138119,37.170425
1,Yes,-122.138126,37.170427
1,Yes,-122.138138,37.170431
1,Yes,-122.138156,37.170436
1,Yes,-122.138187,37.170445
1,Yes,-122.138205,37.170451
1,Yes,-122.138217,37.170455
1,Yes,-122.138242,37.170464
1,Yes,-122.138266,37.170473
1,Yes,-122.138278,37.170477
1,Yes,-122.138291,37.170482
1,Yes,-122.138296,37.170484
1,Yes,-122.138302,37.170487
1,Yes,-122.138308,37.170490
1,Yes,-122.138313,37.170492
1,Yes,-122.138317,37.170495
1,Yes,-122.138322,37.170499
1,Yes,-122.138326,37.170502
1,Yes,-122.138330,37.170505
1,Yes,-122.138334,37.170509
1,Yes,-122.138338,37.170512
1,Yes,-122.138341,37.170516
1,Yes,-122.138345,37.170521
1,Yes,-122.138348,37.170525
1,Yes,-122.138351,37.170530
1,Yes,-122.138353,37.170535
1,Yes,-122.138356,37.170540
1,Yes,-122.138360,37.170550
1,Yes,-122.138362,37.170555
1,Yes,-122.138364,37.170560
1,Yes,-122.138366,37.170565
1,Yes,-122.138367,37.170571
1,Yes,-122.138369,37.170576
1,Yes,-122.138369,37.170581
1,Yes,-122.138369,37.170586
1,Yes,-122.138369,37.170591
1,Yes,-122.138368,37.170596
1,Yes,-122.138367,37.170601
1,Yes,-122.138366,37.170606
1,Yes,-122.138364,37.170617
1,Yes,-122.138361,37.170627
1,Yes,-122.138359,37.170632
1,Yes,-122.138357,37.170637
1,Yes,-122.138355,37.170642
1,Yes,-122.138353,37.170646
1,Yes,-122.138350,37.170651
1,Yes,-122.138346,37.170655
1,Yes,-122.138343,37.170660
1,Yes,-122.138338,37.170664
1,Yes,-122.138334,37.170668
1,Yes,-122.138329,37.170672
1,Yes,-122.138316,37.170684
1,Yes,-122.138311,37.170688
1,Yes,-122.138307,37.170692
1,Yes,-122.138303,37.170696
1,Yes,-122.138300,37.170700
1,Yes,-122.138297,37.170704
1,Yes,-122.138296,37.170709
1,Yes,-122.138295,37.170713
1,Yes,-122.138294,37.170717
1,Yes,-122.138294,37.170722
1,Yes,-122.138294,37.170726
1,Yes,-122.138295,37.170730
1,Yes,-122.138296,37.170735
1,Yes,-122.138297,37.170739
1,Yes,-122.138299,37.170742
1,Yes,-122.138301,37.170746
1,Yes,-122.138304,37.170751
1,Yes,-122.138307,37.170756
1,Yes,-122.138310,37.170761
1,Yes,-122.138317,37.170770
1,Yes,-122.138385,37.170859
1,Yes,-122.138463,37.170959
1,Yes,-122.138470,37.170968
1,Yes,-122.138477,37.170977
1,Yes,-122.138485,37.170986
1,Yes,-122.138489,37.170990
1,Yes,-122.138497,37.170998
1,Yes,-122.138509,37.171010
1,Yes,-122.138517,37.171018
1,Yes,-122.138522,37.171022
1,Yes,-122.138526,37.171026
1,Yes,-122.138530,37.171029
1,Yes,-122.138535,37.171033
1,Yes,-122.138540,37.171036
1,Yes,-122.138545,37.171039
1,Yes,-122.138550,37.171041
1,Yes,-122.138555,37.171043
1,Yes,-122.138561,37.171044
1,Yes,-122.138567,37.171044
1,Yes,-122.138574,37.171045
1,Yes,-122.138580,37.171045
1,Yes,-122.138587,37.171045
1,Yes,-122.138606,37.171045
1,Yes,-122.138719,37.171043
1,Yes,-122.138880,37.171038
1,Yes,-122.138960,37.171035
1,Yes,-122.138980,37.171035
1,Yes,-122.138994,37.171034
1,Yes,-122.139000,37.171033
1,Yes,-122.139007,37.171033
1,Yes,-122.139013,37.171032
1,Yes,-122.139019,37.171031
1,Yes,-122.139024,37.171029
1,Yes,-122.139029,37.171028
1,Yes,-122.139034,37.171027
1,Yes,-122.139040,37.171024
1,Yes,-122.139046,37.171022
1,Yes,-122.139058,37.171017
1,Yes,-122.139070,37.171012
1,Yes,-122.139166,37.170970
1,Yes,-122.139388,37.170874
1,Yes,-122.139429,37.170856
1,Yes,-122.139441,37.170850
1,Yes,-122.139453,37.170845
1,Yes,-122.139459,37.170842
1,Yes,-122.139464,37.170839
1,Yes,-122.139470,37.170836
1,Yes,-122.139475,37.170833
1,Yes,-122.139480,37.170830
1,Yes,-122.139485,37.170826
1,Yes,-122.139490,37.170822
1,Yes,-122.139500,37.170814
1,Yes,-122.139529,37.170791
1,Yes,-122.139533,37.170787
1,Yes,-122.139538,37.170783
1,Yes,-122.139543,37.170780
1,Yes,-122.139548,37.170776
1,Yes,-122.139554,37.170774
1,Yes,-122.139559,37.170771
1,Yes,-122.139565,37.170770
1,Yes,-122.139571,37.170768
1,Yes,-122.139577,37.170768
1,Yes,-122.139583,37.170767
1,Yes,-122.139590,37.170767
1,Yes,-122.139596,37.170766
1,Yes,-122.139609,37.170766
1,Yes,-122.139681,37.170765
1,Yes,-122.139763,37.170764
1,Yes,-122.139784,37.170764
1,Yes,-122.139797,37.170765
1,Yes,-122.139811,37.170765
1,Yes,-122.139830,37.170766
1,Yes,-122.139915,37.170772
1,Yes,-122.139935,37.170774
1,Yes,-122.139954,37.170775
1,Yes,-122.139973,37.170777
1,Yes,-122.139986,37.170779
1,Yes,-122.139999,37.170780
1,Yes,-122.140005,37.170781
1,Yes,-122.140011,37.170782
1,Yes,-122.140017,37.170784
1,Yes,-122.140023,37.170786
1,Yes,-122.140029,37.170788
1,Yes,-122.140034,37.170791
1,Yes,-122.140039,37.170794
1,Yes,-122.140045,37.170797
1,Yes,-122.140055,37.170804
1,Yes,-122.140065,37.170811
1,Yes,-122.140111,37.170844
1,Yes,-122.140146,37.170870
1,Yes,-122.140369,37.171029
1,Yes,-122.140384,37.171040
1,Yes,-122.140394,37.171047
1,Yes,-122.140403,37.171055
1,Yes,-122.140413,37.171062
1,Yes,-122.140432,37.171078
1,Yes,-122.140569,37.171191
1,Yes,-122.140583,37.171203
1,Yes,-122.140597,37.171214
1,Yes,-122.140620,37.171233
1,Yes,-122.140696,37.171291
1,Yes,-122.140809,37.171380
1,Yes,-122.140852,37.171442
1,Yes,-122.140853,37.171511
1,Yes,-122.140821,37.171580
1,Yes,-122.140771,37.171658
1,Yes,-122.140630,37.171696
1,Yes,-122.140556,37.171715
1,Yes,-122.140433,37.171707
1,Yes,-122.140292,37.171727
1,Yes,-122.140181,37.171759
1,Yes,-122.140134,37.171828
1,Yes,-122.140121,37.171917
1,Yes,-122.140100,37.171998
1,Yes,-122.140102,37.172085
1,Yes,-122.140086,37.172201
1,Yes,-122.140080,37.172264
1,Yes,-122.140048,37.172327
1,Yes,-122.140001,37.172381
1,Yes,-122.139886,37.172412
1,Yes,-122.139733,37.172415
1,Yes,-122.139553,37.172369
1,Yes,-122.139355,37.172336
1,Yes,-122.139183,37.172300
1,Yes,-122.139027,37.172268
1,Yes,-122.139027,37.172268
1,Yes,-122.138817,37.172225
1,Yes,-122.138668,37.172248
1,Yes,-122.138502,37.172304
1,Yes,-122.138492,37.172355
1,Yes,-122.138467,37.172426
1,Yes,-122.138464,37.172585
1,Yes,-122.138465,37.172601
1,Yes,-122.138469,37.172676
1,Yes,-122.138472,37.172729
1,Yes,-122.138473,37.172739
1,Yes,-122.138473,37.172745
1,Yes,-122.138474,37.172750
1,Yes,-122.138475,37.172755
1,Yes,-122.138476,37.172760
1,Yes,-122.138478,37.172765
1,Yes,-122.138480,37.172770
1,Yes,-122.138482,37.172774
1,Yes,-122.138486,37.172779
1,Yes,-122.138489,37.172783
1,Yes,-122.138493,37.172788
1,Yes,-122.138505,37.172800
1,Yes,-122.138509,37.172805
1,Yes,-122.138512,37.172809
1,Yes,-122.138516,37.172813
1,Yes,-122.138519,37.172818
1,Yes,-122.138525,37.172827
1,Yes,-122.138531,37.172837
1,Yes,-122.138534,37.172842
1,Yes,-122.138539,37.172851
1,Yes,-122.138544,37.172861
1,Yes,-122.138573,37.172921
1,Yes,-122.138577,37.172931
1,Yes,-122.138582,37.172942
1,Yes,-122.138584,37.172947
1,Yes,-122.138586,37.172952
1,Yes,-122.138587,37.172957
1,Yes,-122.138588,37.172962
1,Yes,-122.138589,37.172967
1,Yes,-122.138621,37.173045
1,Yes,-122.138636,37.173081
1,Yes,-122.138732,37.173168
1,Yes,-122.138809,37.173271
1,Yes,-122.138860,37.173347
1,Yes,-122.138890,37.173429
1,Yes,-122.138916,37.173504
1,Yes,-122.138915,37.173579
1,Yes,-122.138897,37.173671
1,Yes,-122.138930,37.173880
1,Yes,-122.138950,37.174011
1,Yes,-122.138997,37.174098
1,Yes,-122.139052,37.174179
1,Yes,-122.139112,37.174229
1,Yes,-122.139166,37.174271
1,Yes,-122.139253,37.174307
1,Yes,-122.139321,37.174331
1,Yes,-122.139420,37.174359
1,Yes,-122.139488,37.174370
1,Yes,-122.139494,37.174371
1,Yes,-122.139501,37.174371
1,Yes,-122.139514,37.174372
1,Yes,-122.139533,37.174374
1,Yes,-122.139559,37.174376
1,Yes,-122.139584,37.174379
1,Yes,-122.139610,37.174383
1,Yes,-122.139636,37.174386
1,Yes,-122.139655,37.174389
1,Yes,-122.139668,37.174392
1,Yes,-122.139674,37.174393
1,Yes,-122.139680,37.174394
1,Yes,-122.139686,37.174396
1,Yes,-122.139692,37.174398
1,Yes,-122.139698,37.174401
1,Yes,-122.139819,37.174443
1,Yes,-122.139867,37.174464
1,Yes,-122.139879,37.174470
1,Yes,-122.139884,37.174473
1,Yes,-122.139890,37.174476
1,Yes,-122.139895,37.174480
1,Yes,-122.139899,37.174483
1,Yes,-122.139904,37.174486
1,Yes,-122.139908,37.174489
1,Yes,-122.139912,37.174493
1,Yes,-122.139916,37.174496
1,Yes,-122.139920,37.174500
1,Yes,-122.139923,37.174504
1,Yes,-122.139925,37.174508
1,Yes,-122.139928,37.174513
1,Yes,-122.139929,37.174518
1,Yes,-122.139930,37.174523
1,Yes,-122.139930,37.174528
1,Yes,-122.139930,37.174533
1,Yes,-122.139929,37.174538
1,Yes,-122.139927,37.174543
1,Yes,-122.139925,37.174548
1,Yes,-122.139923,37.174553
1,Yes,-122.139920,37.174558
1,Yes,-122.139917,37.174563
1,Yes,-122.139913,37.174567
1,Yes,-122.139906,37.174576
1,Yes,-122.139898,37.174585
1,Yes,-122.139894,37.174590
1,Yes,-122.139890,37.174594
1,Yes,-122.139886,37.174598
1,Yes,-122.139771,37.174690
1,Yes,-122.139730,37.174742
1,Yes,-122.139688,37.174807
1,Yes,-122.139650,37.174888
1,Yes,-122.139638,37.174960
1,Yes,-122.139637,37.175009
1,Yes,-122.139662,37.175108
1,Yes,-122.139677,37.175226
1,Yes,-122.139703,37.175279
1,Yes,-122.139740,37.175315
1,Yes,-122.139775,37.175330
1,Yes,-122.139793,37.175351
1,Yes,-122.139797,37.175355
1,Yes,-122.139800,37.175360
1,Yes,-122.139803,37.175364
1,Yes,-122.139806,37.175369
1,Yes,-122.139808,37.175374
1,Yes,-122.139810,37.175378
1,Yes,-122.139811,37.175383
1,Yes,-122.139812,37.175388
1,Yes,-122.139813,37.175394
1,Yes,-122.139815,37.175404
1,Yes,-122.139817,37.175414
1,Yes,-122.139819,37.175430
1,Yes,-122.139822,37.175445
1,Yes,-122.139823,37.175456
1,Yes,-122.139824,37.175466
1,Yes,-122.139825,37.175477
1,Yes,-122.139825,37.175488
1,Yes,-122.139826,37.175538
1,Yes,-122.139827,37.175554
1,Yes,-122.139828,37.175565
1,Yes,-122.139828,37.175571
1,Yes,-122.139829,37.175575
1,Yes,-122.139830,37.175585
1,Yes,-122.139832,37.175595
1,Yes,-122.139834,37.175604
1,Yes,-122.139836,37.175609
1,Yes,-122.139839,37.175619
1,Yes,-122.139844,37.175635
1,Yes,-122.139855,37.175666
1,Yes,-122.139860,37.175682
1,Yes,-122.139864,37.175692
1,Yes,-122.139866,37.175697
1,Yes,-122.139869,37.175702
1,Yes,-122.139872,37.175707
1,Yes,-122.139875,37.175711
1,Yes,-122.139878,37.175716
1,Yes,-122.139882,37.175720
1,Yes,-122.139887,37.175724
1,Yes,-122.139891,37.175728
1,Yes,-122.139901,37.175735
1,Yes,-122.139910,37.175743
1,Yes,-122.139940,37.175765
1,Yes,-122.139950,37.175773
1,Yes,-122.139959,37.175780
1,Yes,-122.139964,37.175784
1,Yes,-122.139968,37.175788
1,Yes,-122.139972,37.175792
1,Yes,-122.139976,37.175796
1,Yes,-122.139978,37.175801
1,Yes,-122.139981,37.175806
1,Yes,-122.139982,37.175811
1,Yes,-122.139983,37.175816
1,Yes,-122.139984,37.175821
1,Yes,-122.139984,37.175827
1,Yes,-122.139985,37.175832
1,Yes,-122.139985,37.175848
1,Yes,-122.139986,37.175904
1,Yes,-122.139987,37.175975
1,Yes,-122.139987,37.175986
1,Yes,-122.139988,37.175997
1,Yes,-122.139988,37.176002
1,Yes,-122.139989,37.176008
1,Yes,-122.139990,37.176013
1,Yes,-122.139990,37.176018
1,Yes,-122.139992,37.176028
1,Yes,-122.139996,37.176043
1,Yes,-122.139998,37.176053
1,Yes,-122.140000,37.176058
1,Yes,-122.140001,37.176063
1,Yes,-122.140003,37.176068
1,Yes,-122.140005,37.176073
1,Yes,-122.140007,37.176078
1,Yes,-122.140009,37.176082
1,Yes,-122.140011,37.176087
1,Yes,-122.140016,37.176096
1,Yes,-122.140024,37.176109
1,Yes,-122.140027,37.176113
1,Yes,-122.140029,37.176118
1,Yes,-122.140030,37.176123
1,Yes,-122.140031,37.176128
1,Yes,-122.140032,37.176133
1,Yes,-122.140033,37.176144
1,Yes,-122.140034,37.176154
1,Yes,-122.140035,37.176165
1,Yes,-122.140041,37.176261
1,Yes,-122.140041,37.176277
1,Yes,-122.140042,37.176287
1,Yes,-122.140043,37.176309
1,Yes,-122.140045,37.176397
1,Yes,-122.140046,37.176463
1,Yes,-122.140046,37.176474
1,Yes,-122.140046,37.176480
1,Yes,-122.140046,37.176485
1,Yes,-122.140046,37.176490
1,Yes,-122.140045,37.176496
1,Yes,-122.140043,37.176501
1,Yes,-122.140042,37.176505
1,Yes,-122.140040,37.176510
1,Yes,-122.140037,37.176514
1,Yes,-122.140035,37.176519
1,Yes,-122.140032,37.176523
1,Yes,-122.140029,37.176527
1,Yes,-122.140026,37.176531
1,Yes,-122.140022,37.176535
1,Yes,-122.140019,37.176539
1,Yes,-122.140015,37.176543
1,Yes,-122.140011,37.176547
1,Yes,-122.139991,37.176565
1,Yes,-122.139987,37.176569
1,Yes,-122.139984,37.176573
1,Yes,-122.139980,37.176577
1,Yes,-122.139977,37.176581
1,Yes,-122.139973,37.176585
1,Yes,-122.139970,37.176589
1,Yes,-122.139968,37.176594
1,Yes,-122.139965,37.176598
1,Yes,-122.139964,37.176602
1,Yes,-122.139962,37.176608
1,Yes,-122.139961,37.176613
1,Yes,-122.139960,37.176618
1,Yes,-122.139960,37.176624
1,Yes,-122.139960,37.176629
1,Yes,-122.139960,37.176640
1,Yes,-122.139961,37.176678
1,Yes,-122.139961,37.176695
1,Yes,-122.139961,37.176706
1,Yes,-122.139961,37.176711
1,Yes,-122.139960,37.176717
1,Yes,-122.139959,37.176727
1,Yes,-122.139957,37.176737
1,Yes,-122.139955,37.176748
1,Yes,-122.139951,37.176763
1,Yes,-122.139949,37.176774
1,Yes,-122.139947,37.176784
1,Yes,-122.139944,37.176794
1,Yes,-122.139942,37.176799
1,Yes,-122.139941,37.176805
1,Yes,-122.139937,37.176815
1,Yes,-122.139930,37.176830
1,Yes,-122.139867,37.176971
1,Yes,-122.139858,37.176992
1,Yes,-122.139825,37.177063
1,Yes,-122.139799,37.177119
1,Yes,-122.139792,37.177134
1,Yes,-122.139786,37.177144
1,Yes,-122.139784,37.177149
1,Yes,-122.139781,37.177153
1,Yes,-122.139777,37.177158
1,Yes,-122.139774,37.177162
1,Yes,-122.139770,37.177167
1,Yes,-122.139765,37.177171
1,Yes,-122.139757,37.177179
1,Yes,-122.139743,37.177191
1,Yes,-122.139719,37.177211
1,Yes,-122.139672,37.177251
1,Yes,-122.139663,37.177259
1,Yes,-122.139654,37.177267
1,Yes,-122.139650,37.177271
1,Yes,-122.139645,37.177276
1,Yes,-122.139642,37.177280
1,Yes,-122.139638,37.177284
1,Yes,-122.139636,37.177289
1,Yes,-122.139634,37.177294
1,Yes,-122.139633,37.177299
1,Yes,-122.139632,37.177304
1,Yes,-122.139632,37.177309
1,Yes,-122.139632,37.177315
1,Yes,-122.139633,37.177320
1,Yes,-122.139634,37.177325
1,Yes,-122.139636,37.177330
1,Yes,-122.139638,37.177335
1,Yes,-122.139640,37.177340
1,Yes,-122.139643,37.177345
1,Yes,-122.139646,37.177350
1,Yes,-122.139648,37.177354
1,Yes,-122.139654,37.177364
1,Yes,-122.139660,37.177373
1,Yes,-122.139663,37.177378
1,Yes,-122.139666,37.177382
1,Yes,-122.139669,37.177387
1,Yes,-122.139673,37.177391
1,Yes,-122.139677,37.177396
1,Yes,-122.139681,37.177400
1,Yes,-122.139685,37.177404
1,Yes,-122.139689,37.177408
1,Yes,-122.139698,37.177416
1,Yes,-122.139717,37.177432
1,Yes,-122.139756,37.177463
1,Yes,-122.139765,37.177471
1,Yes,-122.139770,37.177474
1,Yes,-122.139775,37.177478
1,Yes,-122.139780,37.177481
1,Yes,-122.139785,37.177485
1,Yes,-122.139790,37.177487
1,Yes,-122.139796,37.177490
1,Yes,-122.139802,37.177492
1,Yes,-122.139814,37.177495
1,Yes,-122.139820,37.177497
1,Yes,-122.139825,37.177500
1,Yes,-122.139831,37.177502
1,Yes,-122.139836,37.177505
1,Yes,-122.139841,37.177508
1,Yes,-122.139851,37.177514
1,Yes,-122.139861,37.177521
1,Yes,-122.139872,37.177528
1,Yes,-122.139922,37.177562
1,Yes,-122.139942,37.177576
1,Yes,-122.139956,37.177587
1,Yes,-122.139971,37.177598
1,Yes,-122.140194,37.177771
1,Yes,-122.140228,37.177797
1,Yes,-122.140272,37.177830
1,Yes,-122.140281,37.177838
1,Yes,-122.140286,37.177841
1,Yes,-122.140291,37.177845
1,Yes,-122.140295,37.177849
1,Yes,-122.140299,37.177853
1,Yes,-122.140302,37.177858
1,Yes,-122.140305,37.177862
1,Yes,-122.140307,37.177867
1,Yes,-122.140309,37.177871
1,Yes,-122.140310,37.177876
1,Yes,-122.140310,37.177881
1,Yes,-122.140311,37.177887
1,Yes,-122.140311,37.177892
1,Yes,-122.140311,37.177902
1,Yes,-122.140312,37.177955
1,Yes,-122.140312,37.177966
1,Yes,-122.140312,37.177977
1,Yes,-122.140313,37.177987
1,Yes,-122.140314,37.177992
1,Yes,-122.140314,37.177998
1,Yes,-122.140315,37.178003
1,Yes,-122.140317,37.178008
1,Yes,-122.140318,37.178013
1,Yes,-122.140320,37.178018
1,Yes,-122.140322,37.178024
1,Yes,-122.140329,37.178039
1,Yes,-122.140336,37.178054
1,Yes,-122.140336,37.178054
1,Yes,-122.140376,37.178141
1,Yes,-122.140385,37.178161
1,Yes,-122.140395,37.178181
1,Yes,-122.140426,37.178241
1,Yes,-122.140453,37.178296
1,Yes,-122.140458,37.178306
1,Yes,-122.140461,37.178311
1,Yes,-122.140464,37.178315
1,Yes,-122.140467,37.178320
1,Yes,-122.140470,37.178325
1,Yes,-122.140474,37.178329
1,Yes,-122.140477,37.178334
1,Yes,-122.140481,37.178338
1,Yes,-122.140486,37.178342
1,Yes,-122.140490,37.178346
1,Yes,-122.140499,37.178354
1,Yes,-122.140508,37.178361
1,Yes,-122.140542,37.178388
1,Yes,-122.140551,37.178395
1,Yes,-122.140560,37.178403
1,Yes,-122.140564,37.178407
1,Yes,-122.140569,37.178411
1,Yes,-122.140572,37.178415
1,Yes,-122.140576,37.178419
1,Yes,-122.140578,37.178424
1,Yes,-122.140581,37.178429
1,Yes,-122.140582,37.178434
1,Yes,-122.140583,37.178439
1,Yes,-122.140584,37.178444
1,Yes,-122.140584,37.178450
1,Yes,-122.140585,37.178461
1,Yes,-122.140585,37.178477
1,Yes,-122.140586,37.178499
1,Yes,-122.140586,37.178510
1,Yes,-122.140586,37.178516
1,Yes,-122.140586,37.178521
1,Yes,-122.140585,37.178527
1,Yes,-122.140584,37.178532
1,Yes,-122.140583,37.178537
1,Yes,-122.140581,37.178542
1,Yes,-122.140579,37.178546
1,Yes,-122.140575,37.178551
1,Yes,-122.140572,37.178555
1,Yes,-122.140568,37.178559
1,Yes,-122.140564,37.178563
1,Yes,-122.140555,37.178572
1,Yes,-122.140542,37.178584
1,Yes,-122.140528,37.178596
1,Yes,-122.140519,37.178603
1,Yes,-122.140514,37.178607
1,Yes,-122.140510,37.178611
1,Yes,-122.140505,37.178614
1,Yes,-122.140500,37.178618
1,Yes,-122.140495,37.178621
1,Yes,-122.140489,37.178623
1,Yes,-122.140483,37.178625
1,Yes,-122.140477,37.178626
1,Yes,-122.140471,37.178627
1,Yes,-122.140464,37.178627
1,Yes,-122.140457,37.178628
1,Yes,-122.140444,37.178628
1,Yes,-122.140409,37.178628
1,Yes,-122.140396,37.178629
1,Yes,-122.140389,37.178629
1,Yes,-122.140382,37.178629
1,Yes,-122.140375,37.178630
1,Yes,-122.140369,37.178631
1,Yes,-122.140362,37.178632
1,Yes,-122.140356,37.178633
1,Yes,-122.140349,37.178634
1,Yes,-122.140337,37.178636
1,Yes,-122.140311,37.178641
1,Yes,-122.140299,37.178644
1,Yes,-122.140286,37.178646
1,Yes,-122.140273,37.178650
1,Yes,-122.140261,37.178653
1,Yes,-122.140154,37.178680
1,Yes,-122.140141,37.178683
1,Yes,-122.140135,37.178685
1,Yes,-122.140129,37.178687
1,Yes,-122.140123,37.178689
1,Yes,-122.140118,37.178691
1,Yes,-122.140112,37.178693
1,Yes,-122.140107,37.178695
1,Yes,-122.140102,37.178698
1,Yes,-122.140097,37.178700
1,Yes,-122.140092,37.178704
1,Yes,-122.140087,37.178707
1,Yes,-122.140082,37.178711
1,Yes,-122.140077,37.178714
1,Yes,-122.140073,37.178718
1,Yes,-122.140060,37.178730
1,Yes,-122.140029,37.178758
1,Yes,-122.140021,37.178766
1,Yes,-122.140012,37.178774
1,Yes,-122.140008,37.178779
1,Yes,-122.140004,37.178783
1,Yes,-122.140001,37.178787
1,Yes,-122.139997,37.178791
1,Yes,-122.139994,37.178796
1,Yes,-122.139992,37.178800
1,Yes,-122.139991,37.178804
1,Yes,-122.139990,37.178808
1,Yes,-122.139989,37.178813
1,Yes,-122.139989,37.178817
1,Yes,-122.139990,37.178821
1,Yes,-122.139990,37.178826
1,Yes,-122.139991,37.178831
1,Yes,-122.139995,37.178845
1,Yes,-122.139996,37.178849
1,Yes,-122.139996,37.178854
1,Yes,-122.139997,37.178859
1,Yes,-122.139996,37.178864
1,Yes,-122.139995,37.178869
1,Yes,-122.139993,37.178874
1,Yes,-122.139992,37.178879
1,Yes,-122.139989,37.178884
1,Yes,-122.139987,37.178889
1,Yes,-122.139982,37.178898
1,Yes,-122.139972,37.178918
1,Yes,-122.139961,37.178938
1,Yes,-122.139956,37.178947
1,Yes,-122.139953,37.178952
1,Yes,-122.139947,37.178962
1,Yes,-122.139941,37.178971
1,Yes,-122.139909,37.179018
1,Yes,-122.139893,37.179041
1,Yes,-122.139876,37.179064
1,Yes,-122.139877,37.179099
